query_idx,recall,underfill,latency_ms,dist_ops,n_returned,strategy,target_selectivity,true_selectivity,sel_hat,metadata_variant,planner_reason
66,1.0,False,420.872300004703,64917,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
67,1.0,False,418.74680000182707,73339,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
68,1.0,False,404.3666000070516,57698,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
69,1.0,False,373.71970000094734,57047,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
70,1.0,False,395.23280000139493,60800,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
71,1.0,False,388.3891000004951,67870,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
72,1.0,False,347.0274999999674,54435,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
73,1.0,False,445.58060000417754,65043,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
74,1.0,False,380.66120000439696,54041,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
75,1.0,False,376.5188999968814,63993,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
76,1.0,False,396.8797999987146,70753,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
77,1.0,False,388.2294000068214,68359,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
78,1.0,False,361.64929998631123,54078,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
79,1.0,False,390.4039000044577,70434,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
80,1.0,False,384.72899999760557,71274,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
81,1.0,False,364.12830000335816,55924,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
82,1.0,False,377.515800006222,55973,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
83,1.0,False,372.2874000086449,54731,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
84,1.0,False,367.9861999989953,54187,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
85,1.0,False,444.50149999465793,82452,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
86,1.0,False,403.64380000391975,74690,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
87,1.0,False,424.5470000023488,80263,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
88,1.0,False,516.5025000023888,78243,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
89,1.0,False,538.8383999961661,67376,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
90,1.0,False,426.1467000033008,53901,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
91,1.0,False,396.6123999998672,71892,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
92,1.0,False,354.32569999829866,54888,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
93,1.0,False,374.5870999991894,57753,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
94,1.0,False,412.1006000059424,69506,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
95,1.0,False,393.6295000021346,74228,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
96,1.0,False,365.75019999872893,58701,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
97,1.0,False,400.9170999925118,71642,10,post_filter,0.001,0.001,0.0008299226874113083,uncorrelated,
